filename	label	start_span	end_span	text	note
casos_clinicos_cardiologia585	MEDICATION	4777	4787	furosemide	
casos_clinicos_cardiologia585	MEDICATION	5484	5494	furosemide	
casos_clinicos_cardiologia585	MEDICATION	4792	4802	eplerenone	
casos_clinicos_cardiologia585	MEDICATION	5530	5540	eplerenone	
casos_clinicos_cardiologia585	MEDICATION	5628	5673	sodium-glucose cotransporter type 2 inhibitor	
casos_clinicos_cardiologia585	MEDICATION	5675	5681	iSGLT2	
casos_clinicos_cardiologia487	MEDICATION	1070	1082	levosimendan	
casos_clinicos_cardiologia487	MEDICATION	1768	1779	norfloxacin	
casos_clinicos_cardiologia487	MEDICATION	1781	1789	nystatin	
casos_clinicos_cardiologia487	MEDICATION	1791	1804	cotrimoxazole	
casos_clinicos_cardiologia487	MEDICATION	1864	1878	valganciclovir	
casos_clinicos_cardiologia487	MEDICATION	2042	2053	basiliximab	
casos_clinicos_cardiologia487	MEDICATION	2119	2137	methylprednisolone	
casos_clinicos_cardiologia487	MEDICATION	2185	2195	prednisone	
casos_clinicos_cardiologia487	MEDICATION	2234	2244	Tacrolimus	
casos_clinicos_cardiologia487	MEDICATION	4953	4963	tacrolimus	
casos_clinicos_cardiologia487	MEDICATION	5332	5342	tacrolimus	
casos_clinicos_cardiologia487	MEDICATION	6098	6108	tacrolimus	
casos_clinicos_cardiologia487	MEDICATION	2355	2383	Mycophenolate mofetil sodium	
casos_clinicos_cardiologia487	MEDICATION	3188	3196	diazepam	
casos_clinicos_cardiologia487	MEDICATION	3210	3223	levetiracetam	
casos_clinicos_cardiologia487	MEDICATION	5361	5373	cyclosporine	
casos_clinicos_cardiologia487	MEDICATION	5471	5484	Mycophenolate	
casos_clinicos_cardiologia337	MEDICATION	5268	5277	ibuprofen	
casos_clinicos_cardiologia337	MEDICATION	7278	7290	methotrexate	
casos_clinicos_cardiologia337	MEDICATION	7360	7372	methotrexate	
casos_clinicos_cardiologia337	MEDICATION	7321	7331	folic acid	
casos_clinicos_cardiologia337	MEDICATION	7385	7395	prednisone	
casos_clinicos_cardiologia337	MEDICATION	7428	7438	bisoprolol	
casos_clinicos_cardiologia337	MEDICATION	7483	7491	apixaban	
casos_clinicos_cardiologia337	MEDICATION	7524	7535	simvastatin	
casos_clinicos_cardiologia337	MEDICATION	7555	7565	omeprazole	
casos_clinicos_cardiologia337	MEDICATION	7586	7596	furosemide	
casos_clinicos_cardiologia337	MEDICATION	7176	7186	Clinically	
casos_clinicos_cardiologia246	MEDICATION	4779	4789	everolimus	
casos_clinicos_cardiologia246	MEDICATION	8114	8124	everolimus	
casos_clinicos_cardiologia246	MEDICATION	5575	5588	noradrenaline	
casos_clinicos_cardiologia246	MEDICATION	5630	5640	dobutamine	
casos_clinicos_cardiologia246	MEDICATION	5718	5728	furosemide	
casos_clinicos_cardiologia246	MEDICATION	7231	7233	NA	
casos_clinicos_cardiologia246	MEDICATION	7103	7115	levosinendan	
casos_clinicos_cardiologia399	MEDICATION	784	794	amiodarone	
casos_clinicos_cardiologia399	MEDICATION	6715	6725	amiodarone	
casos_clinicos_cardiologia399	MEDICATION	4102	4110	propofol	
casos_clinicos_cardiologia399	MEDICATION	4475	4488	isoproterenol	
casos_clinicos_cardiologia399	MEDICATION	5169	5179	bisoprolol	
casos_clinicos_cardiologia399	MEDICATION	7507	7517	bisoprolol	
casos_clinicos_cardiologia399	MEDICATION	4115	4121	ultiva	
casos_clinicos_cardiologia191	MEDICATION	1798	1820	aldosterone inhibitors	
casos_clinicos_cardiologia191	MEDICATION	1866	1876	ivabradine	
casos_clinicos_cardiologia191	MEDICATION	2831	2841	ivabradine	
casos_clinicos_cardiologia191	MEDICATION	7231	7241	ivabradine	
casos_clinicos_cardiologia191	MEDICATION	2681	2690	enalapril	
casos_clinicos_cardiologia191	MEDICATION	5846	5855	enalapril	
casos_clinicos_cardiologia191	MEDICATION	2722	2732	carvedilol	
casos_clinicos_cardiologia191	MEDICATION	7187	7197	carvedilol	
casos_clinicos_cardiologia191	MEDICATION	2787	2801	spironolactone	
casos_clinicos_cardiologia191	MEDICATION	7317	7331	spironolactone	
casos_clinicos_cardiologia191	MEDICATION	2895	2905	furosemide	
casos_clinicos_cardiologia191	MEDICATION	3216	3226	furosemide	
casos_clinicos_cardiologia191	MEDICATION	5551	5561	furosemide	
casos_clinicos_cardiologia191	MEDICATION	5661	5671	furosemide	
casos_clinicos_cardiologia191	MEDICATION	6719	6729	furosemide	
casos_clinicos_cardiologia191	MEDICATION	7274	7284	furosemide	
casos_clinicos_cardiologia191	MEDICATION	6941	6960	iron-carboxymaltose	
casos_clinicos_cardiologia191	MEDICATION	7360	7370	omeprazole	
casos_clinicos_cardiologia191	MEDICATION	1719	1774	Angiotensin converting enzyme inhibitor (ACE inhibitor)	
casos_clinicos_cardiologia191	MEDICATION	1776	1793	beta-blocker (BB)	
casos_clinicos_cardiologia191	MEDICATION	6118	6138	sacubitril/valsartan	
casos_clinicos_cardiologia191	MEDICATION	6660	6680	sacubitril/valsartan	
casos_clinicos_cardiologia191	MEDICATION	6815	6835	sacubitril/valsartan	
casos_clinicos_cardiologia191	MEDICATION	6396	6416	sacubitril/valsartan	
casos_clinicos_cardiologia191	MEDICATION	7129	7149	sacubitril/valsartan	
casos_clinicos_cardiologia112	MEDICATION	523	530	Digoxin	
casos_clinicos_cardiologia112	MEDICATION	542	548	Acovil	
casos_clinicos_cardiologia112	MEDICATION	562	569	Seguril	
casos_clinicos_cardiologia112	MEDICATION	176	179	ASA	
casos_clinicos_cardiologia364	MEDICATION	332	341	metformin	
casos_clinicos_cardiologia364	MEDICATION	941	949	nitrates	
casos_clinicos_cardiologia448	MEDICATION	3330	3340	dobutamine	
casos_clinicos_cardiologia448	MEDICATION	3345	3358	noradrenaline	
casos_clinicos_cardiologia531	MEDICATION	1182	1184	O2	
casos_clinicos_cardiologia10	MEDICATION	2461	2471	gentamicin	
casos_clinicos_cardiologia10	MEDICATION	3559	3569	gentamicin	
casos_clinicos_cardiologia10	MEDICATION	2487	2497	rifampicin	
casos_clinicos_cardiologia10	MEDICATION	3514	3524	rifampicin	
casos_clinicos_cardiologia10	MEDICATION	3079	3087	amikacin	
casos_clinicos_cardiologia10	MEDICATION	3095	3105	vancomycin	
casos_clinicos_cardiologia10	MEDICATION	3500	3509	cefazolin	
casos_clinicos_cardiologia10	MEDICATION	2438	2447	Cefazolin	
casos_clinicos_cardiologia590	MEDICATION	690	710	acetylsalicylic acid	
casos_clinicos_cardiologia590	MEDICATION	731	742	clopidogrel	
casos_clinicos_cardiologia590	MEDICATION	7111	7122	clopidogrel	
casos_clinicos_cardiologia590	MEDICATION	755	769	nitroglycerine	
casos_clinicos_cardiologia590	MEDICATION	6753	6766	noradrenaline	
casos_clinicos_cardiologia590	MEDICATION	6856	6869	noradrenaline	
casos_clinicos_cardiologia590	MEDICATION	8010	8020	bisoprolol	
casos_clinicos_cardiologia590	MEDICATION	8047	8057	ivabradine	
casos_clinicos_cardiologia590	MEDICATION	8081	8089	ramipril	
casos_clinicos_cardiologia590	MEDICATION	8116	8126	omeprazole	
casos_clinicos_cardiologia590	MEDICATION	712	715	ASA	
casos_clinicos_cardiologia590	MEDICATION	7096	7099	ASA	
casos_clinicos_cardiologia590	MEDICATION	7933	7936	ASA	
casos_clinicos_cardiologia554	MEDICATION	698	719	clobetasol propionate	
casos_clinicos_cardiologia554	MEDICATION	733	745	calcipotriol	
casos_clinicos_cardiologia554	MEDICATION	1363	1373	furosemide	
casos_clinicos_cardiologia554	MEDICATION	8523	8533	amiodarone	
casos_clinicos_cardiologia554	MEDICATION	9107	9117	prednisone	
casos_clinicos_cardiologia554	MEDICATION	9128	9140	methotrexate	
casos_clinicos_cardiologia554	MEDICATION	9748	9757	lidocaine	
casos_clinicos_cardiologia554	MEDICATION	9769	9778	midazolam	
casos_clinicos_cardiologia554	MEDICATION	12662	12677	anticoagulation	
casos_clinicos_cardiologia554	MEDICATION	12679	12699	acetylsalicylic acid	
casos_clinicos_cardiologia554	MEDICATION	4840	4853	nitroglycerin	
casos_clinicos_cardiologia567	MEDICATION	918	931	acenocoumarol	
casos_clinicos_cardiologia567	MEDICATION	933	943	manidipine	
casos_clinicos_cardiologia567	MEDICATION	955	964	doxazosin	
casos_clinicos_cardiologia567	MEDICATION	975	985	furosemide	
casos_clinicos_cardiologia567	MEDICATION	4361	4371	furosemide	
casos_clinicos_cardiologia567	MEDICATION	5308	5318	furosemide	
casos_clinicos_cardiologia567	MEDICATION	997	1009	atorvastatin	
casos_clinicos_cardiologia567	MEDICATION	1021	1041	insulin glargine 18U	
casos_clinicos_cardiologia567	MEDICATION	1043	1064	ferroglycine sulphate	
casos_clinicos_cardiologia567	MEDICATION	1075	1091	darbepoetin alfa	
casos_clinicos_cardiologia567	MEDICATION	1603	1630	amoxicillin/clavulanic acid	
casos_clinicos_cardiologia567	MEDICATION	4314	4324	Bisoprolol	
casos_clinicos_cardiologia567	MEDICATION	4337	4346	valsartan	
casos_clinicos_cardiologia567	MEDICATION	4920	4934	chlorthalidone	
casos_clinicos_cardiologia567	MEDICATION	4961	4973	resincalcium	
casos_clinicos_cardiologia567	MEDICATION	5268	5277	patiromer	
casos_clinicos_cardiologia567	MEDICATION	5475	5495	sacubitril/valsartan	
casos_clinicos_cardiologia586	MEDICATION	2170	2180	amiodarone	
casos_clinicos_cardiologia586	MEDICATION	3158	3168	amiodarone	
casos_clinicos_cardiologia586	MEDICATION	3121	3133	atorvastatin	
casos_clinicos_cardiologia586	MEDICATION	3203	3213	furosemide	
casos_clinicos_cardiologia586	MEDICATION	3239	3249	carvedilol	
casos_clinicos_cardiologia586	MEDICATION	3388	3422	indacaterol/glycopyrronium bromide	
casos_clinicos_cardiologia586	MEDICATION	3464	3474	tamsulosin	
casos_clinicos_cardiologia586	MEDICATION	8079	8090	semaglutide	
casos_clinicos_cardiologia586	MEDICATION	9417	9428	semaglutide	
casos_clinicos_cardiologia586	MEDICATION	8244	8257	dapagliflozin	
casos_clinicos_cardiologia586	MEDICATION	9445	9458	dapagliflozin	
casos_clinicos_cardiologia586	MEDICATION	8285	8295	eplerenone	
casos_clinicos_cardiologia586	MEDICATION	3342	3354	esomeprazole	
casos_clinicos_cardiologia586	MEDICATION	8463	8475	levosimendan	
casos_clinicos_cardiologia586	MEDICATION	3285	3305	sacubitril/valsartan	
casos_clinicos_cardiologia335	MEDICATION	538	548	bisoprolol	
casos_clinicos_cardiologia335	MEDICATION	419	428	aldocumar	
casos_clinicos_cardiologia335	MEDICATION	1498	1507	aldocumar	
casos_clinicos_cardiologia335	MEDICATION	1589	1599	furosemide	
casos_clinicos_cardiologia335	MEDICATION	1638	1648	paroxetine	
casos_clinicos_cardiologia335	MEDICATION	13225	13235	paroxetine	
casos_clinicos_cardiologia335	MEDICATION	1698	1708	omeprazole	
casos_clinicos_cardiologia335	MEDICATION	1740	1750	quetiapine	
casos_clinicos_cardiologia335	MEDICATION	1779	1802	umeclidinium/vilanterol	
casos_clinicos_cardiologia335	MEDICATION	1835	1846	paracetamol	
casos_clinicos_cardiologia335	MEDICATION	1866	1876	hydroferol	
casos_clinicos_cardiologia335	MEDICATION	2929	2939	amiodarone	
casos_clinicos_cardiologia335	MEDICATION	3178	3188	amiodarone	
casos_clinicos_cardiologia335	MEDICATION	10810	10820	amiodarone	
casos_clinicos_cardiologia335	MEDICATION	12202	12212	amiodarone	
casos_clinicos_cardiologia335	MEDICATION	12714	12722	nitrates	
casos_clinicos_cardiologia335	MEDICATION	13935	13975	angiotensin-converting enzyme inhibitors	
casos_clinicos_cardiologia280	MEDICATION	1727	1747	acetylsalicylic acid	
casos_clinicos_cardiologia280	MEDICATION	11308	11328	acetylsalicylic acid	
casos_clinicos_cardiologia280	MEDICATION	1774	1795	olmesartan/amlodipine	
casos_clinicos_cardiologia280	MEDICATION	1827	1837	bisoprolol	
casos_clinicos_cardiologia280	MEDICATION	1866	1875	metformin	
casos_clinicos_cardiologia280	MEDICATION	8739	8748	metformin	
casos_clinicos_cardiologia280	MEDICATION	11810	11819	metformin	
casos_clinicos_cardiologia280	MEDICATION	1917	1929	atorvastatin	
casos_clinicos_cardiologia280	MEDICATION	1956	1968	esomeprazole	
casos_clinicos_cardiologia280	MEDICATION	10833	10843	furosemide	
casos_clinicos_cardiologia280	MEDICATION	11333	11344	clopidogrel	
casos_clinicos_cardiologia280	MEDICATION	8819	8830	semaglutide	
casos_clinicos_cardiologia280	MEDICATION	11794	11805	semaglutide	
casos_clinicos_cardiologia280	MEDICATION	1998	2011	nitroglycerin	
casos_clinicos_cardiologia280	MEDICATION	10327	10340	nitroglycerin	
casos_clinicos_cardiologia280	MEDICATION	11073	11081	curoxime	
casos_clinicos_cardiologia330	MEDICATION	776	785	diltiazem	
casos_clinicos_cardiologia330	MEDICATION	1281	1301	acetylsalicylic acid	
casos_clinicos_cardiologia330	MEDICATION	1318	1330	atorvastatin	
casos_clinicos_cardiologia330	MEDICATION	1340	1362	isosorbide mononitrate	
casos_clinicos_cardiologia330	MEDICATION	1372	1388	diltiazem retard	
casos_clinicos_cardiologia330	MEDICATION	1401	1410	valsartan	
casos_clinicos_cardiologia330	MEDICATION	1423	1433	Pregabalin	
casos_clinicos_cardiologia330	MEDICATION	1435	1443	tramadol	
casos_clinicos_cardiologia330	MEDICATION	1445	1453	naproxen	
casos_clinicos_cardiologia330	MEDICATION	4686	4696	adrenaline	
casos_clinicos_cardiologia330	MEDICATION	4723	4733	amiodarone	
casos_clinicos_cardiologia330	MEDICATION	4749	4758	lidocaine	
casos_clinicos_cardiologia330	MEDICATION	4776	4785	magnesium	
casos_clinicos_cardiologia330	MEDICATION	4179	4188	verapamil	
casos_clinicos_cardiologia330	MEDICATION	2165	2174	midazolam	
casos_clinicos_cardiologia330	MEDICATION	1303	1306	ASA	
casos_clinicos_cardiologia500	MEDICATION	306	316	bisoprolol	
casos_clinicos_cardiologia500	MEDICATION	2897	2907	bisoprolol	
casos_clinicos_cardiologia500	MEDICATION	4145	4155	bisoprolol	
casos_clinicos_cardiologia500	MEDICATION	1262	1272	furosemide	
casos_clinicos_cardiologia500	MEDICATION	3362	3369	Digoxin	
casos_clinicos_cardiologia500	MEDICATION	3432	3445	noradrenaline	
casos_clinicos_cardiologia500	MEDICATION	4180	4187	sintrom	
casos_clinicos_cardiologia568	MEDICATION	535	555	acetylsalicylic acid	
casos_clinicos_cardiologia568	MEDICATION	564	576	atorvastatin	
casos_clinicos_cardiologia568	MEDICATION	584	594	amlodipine	
casos_clinicos_cardiologia568	MEDICATION	601	611	bisoprolol	
casos_clinicos_cardiologia568	MEDICATION	620	629	imidapril	
casos_clinicos_cardiologia568	MEDICATION	7772	7782	ampicillin	
casos_clinicos_cardiologia568	MEDICATION	7784	7795	cloxacillin	
casos_clinicos_cardiologia568	MEDICATION	7800	7810	gentamicin	
casos_clinicos_cardiologia568	MEDICATION	8661	8671	daptomycin	
casos_clinicos_cardiologia568	MEDICATION	8673	8684	ceftriaxone	
casos_clinicos_cardiologia568	MEDICATION	8689	8700	doxycycline	
casos_clinicos_cardiologia568	MEDICATION	9493	9504	doxycycline	
casos_clinicos_cardiologia568	MEDICATION	9141	9163	atorvastatin/ezetimibe	
casos_clinicos_cardiologia568	MEDICATION	9510	9520	rifampicin	
casos_clinicos_cardiologia379	MEDICATION	218	225	insulin	
casos_clinicos_cardiologia379	MEDICATION	1232	1239	insulin	
casos_clinicos_cardiologia379	MEDICATION	1204	1217	acenocoumarol	
casos_clinicos_cardiologia379	MEDICATION	1254	1271	insulin glulisine	
casos_clinicos_cardiologia379	MEDICATION	1281	1290	metformin	
casos_clinicos_cardiologia379	MEDICATION	1307	1319	empaglifozin	
casos_clinicos_cardiologia379	MEDICATION	1335	1362	ezetimibe 10 mg/simvastatin	
casos_clinicos_cardiologia379	MEDICATION	1378	1388	furosemide	
casos_clinicos_cardiologia379	MEDICATION	4552	4562	furosemide	
casos_clinicos_cardiologia379	MEDICATION	1453	1463	carvedilol	
casos_clinicos_cardiologia379	MEDICATION	1483	1493	eplerenone	
casos_clinicos_cardiologia379	MEDICATION	1511	1532	sacubitrilo-valsartan	
casos_clinicos_cardiologia379	MEDICATION	1552	1564	lansoprazole	
casos_clinicos_cardiologia379	MEDICATION	1580	1591	allopurinol	
casos_clinicos_cardiologia379	MEDICATION	1608	1620	escitalopram	
casos_clinicos_cardiologia379	MEDICATION	1628	1662	indacaterol/glycopyrronium bromide	
casos_clinicos_cardiologia379	MEDICATION	1811	1823	levosimendan	
casos_clinicos_cardiologia379	MEDICATION	4632	4644	levosimendan	
casos_clinicos_cardiologia379	MEDICATION	4131	4141	ivabradine	
casos_clinicos_cardiologia379	MEDICATION	1240	1246	lantus	
casos_clinicos_cardiologia128	MEDICATION	277	283	ARA II	
casos_clinicos_cardiologia128	MEDICATION	616	643	amoxicillin-clavulanic acid	
casos_clinicos_cardiologia128	MEDICATION	3500	3510	ampicillin	
casos_clinicos_cardiologia128	MEDICATION	3512	3522	gentamicin	
casos_clinicos_cardiologia128	MEDICATION	4420	4430	gentamicin	
casos_clinicos_cardiologia128	MEDICATION	3527	3538	cloxacillin	
casos_clinicos_cardiologia128	MEDICATION	4435	4446	cloxacillin	
casos_clinicos_cardiologia128	MEDICATION	4407	4418	amipicillin	
casos_clinicos_cardiologia128	MEDICATION	4824	4834	colchicine	
casos_clinicos_cardiologia128	MEDICATION	4816	4819	ASA	
casos_clinicos_cardiologia417	MEDICATION	676	684	synthrom	
casos_clinicos_cardiologia417	MEDICATION	879	887	Synthrom	
casos_clinicos_cardiologia417	MEDICATION	956	965	diltiazem	
casos_clinicos_cardiologia417	MEDICATION	989	999	carvedilol	
casos_clinicos_cardiologia417	MEDICATION	1022	1032	Torasemide	
casos_clinicos_cardiologia417	MEDICATION	1053	1065	atorvastatin	
casos_clinicos_cardiologia417	MEDICATION	1088	1098	Omeprazole	
casos_clinicos_cardiologia417	MEDICATION	1121	1130	Lorazepam	
casos_clinicos_cardiologia417	MEDICATION	1872	1900	low molecular weight heparin	
casos_clinicos_cardiologia417	MEDICATION	2512	2532	acetylsalicylic acid	
casos_clinicos_cardiologia417	MEDICATION	5443	5453	dabigatran	
casos_clinicos_cardiologia417	MEDICATION	5603	5613	dabigatran	
casos_clinicos_cardiologia417	MEDICATION	5982	5992	dabigatran	
casos_clinicos_cardiologia417	MEDICATION	1934	1943	synthroid	
casos_clinicos_cardiologia417	MEDICATION	2534	2537	ASA	
casos_clinicos_cardiologia417	MEDICATION	6178	6181	ASA	
casos_clinicos_cardiologia295	MEDICATION	601	614	acenocoumarol	
casos_clinicos_cardiologia295	MEDICATION	628	637	metformin	
casos_clinicos_cardiologia295	MEDICATION	661	672	paracetamol	
casos_clinicos_cardiologia295	MEDICATION	692	702	omeprazole	
casos_clinicos_cardiologia295	MEDICATION	719	728	lorazepam	
casos_clinicos_cardiologia295	MEDICATION	3584	3594	furosemide	
casos_clinicos_cardiologia295	MEDICATION	3982	3992	furosemide	
casos_clinicos_cardiologia295	MEDICATION	1083	1110	amoxicillin-clavulanic acid	
casos_clinicos_cardiologia505	MEDICATION	5248	5255	aspirin	
casos_clinicos_cardiologia505	MEDICATION	5260	5271	clopidogrel	
casos_clinicos_cardiologia76	MEDICATION	129	140	telmisartan	
casos_clinicos_cardiologia76	MEDICATION	1819	1829	Furosemide	
casos_clinicos_cardiologia83	MEDICATION	272	285	acenocoumarol	
casos_clinicos_cardiologia83	MEDICATION	287	296	doxazosin	
casos_clinicos_cardiologia83	MEDICATION	320	329	diltiazem	
casos_clinicos_cardiologia83	MEDICATION	355	365	furosemide	
casos_clinicos_cardiologia83	MEDICATION	390	402	pitavastatin	
casos_clinicos_cardiologia83	MEDICATION	412	423	mirtazapine	
casos_clinicos_cardiologia83	MEDICATION	4789	4798	potassium	
casos_clinicos_cardiologia83	MEDICATION	5309	5316	digoxin	
casos_clinicos_cardiologia83	MEDICATION	5537	5544	digoxin	
casos_clinicos_cardiologia83	MEDICATION	6234	6241	digoxin	
casos_clinicos_cardiologia265	MEDICATION	477	487	disulfiram	
casos_clinicos_cardiologia265	MEDICATION	3548	3558	disulfiram	
casos_clinicos_cardiologia265	MEDICATION	4607	4617	disulfiram	
casos_clinicos_cardiologia265	MEDICATION	2609	2622	clomethiazole	
casos_clinicos_cardiologia265	MEDICATION	4865	4878	clomethiazole	
casos_clinicos_cardiologia265	MEDICATION	2767	2781	sodium heparin	
casos_clinicos_cardiologia265	MEDICATION	4264	4278	sodium heparin	
casos_clinicos_cardiologia265	MEDICATION	4728	4748	acetylsalicylic acid	
casos_clinicos_cardiologia265	MEDICATION	4753	4763	ticagrelor	
casos_clinicos_cardiologia265	MEDICATION	4770	4780	omeprazole	
casos_clinicos_cardiologia386	MEDICATION	544	564	acetylsalicylic acid	
casos_clinicos_cardiologia386	MEDICATION	582	592	ticagrelor	
casos_clinicos_cardiologia386	MEDICATION	1951	1967	methylprednisone	
casos_clinicos_cardiologia386	MEDICATION	1987	2003	cyclophosphamide	
casos_clinicos_cardiologia386	MEDICATION	566	569	ASA	
casos_clinicos_cardiologia386	MEDICATION	972	984	tenecteplase	
casos_clinicos_cardiologia565	MEDICATION	394	404	sertraline	
casos_clinicos_cardiologia565	MEDICATION	632	642	sertraline	
casos_clinicos_cardiologia565	MEDICATION	782	792	sertraline	
casos_clinicos_cardiologia565	MEDICATION	5331	5341	sertraline	
casos_clinicos_cardiologia565	MEDICATION	5838	5848	Sertraline	
casos_clinicos_cardiologia565	MEDICATION	7158	7168	sertraline	
casos_clinicos_cardiologia565	MEDICATION	510	530	acetylsalicylic acid	
casos_clinicos_cardiologia565	MEDICATION	547	557	hydroferol	
casos_clinicos_cardiologia565	MEDICATION	585	614	hydrochlorothiazide/amiloride	
casos_clinicos_cardiologia565	MEDICATION	5384	5413	hydrochlorothiazide/amiloride	
casos_clinicos_cardiologia565	MEDICATION	5882	5888	sodium	
casos_clinicos_cardiologia565	MEDICATION	5947	5956	potassium	
casos_clinicos_cardiologia565	MEDICATION	5961	5970	magnesium	
casos_clinicos_cardiologia461	MEDICATION	207	216	metformin	
casos_clinicos_cardiologia461	MEDICATION	3803	3812	metformin	
casos_clinicos_cardiologia461	MEDICATION	8734	8743	metformin	
casos_clinicos_cardiologia461	MEDICATION	510	519	enalapril	
casos_clinicos_cardiologia461	MEDICATION	3167	3176	enalapril	
casos_clinicos_cardiologia461	MEDICATION	531	541	bisoprolol	
casos_clinicos_cardiologia461	MEDICATION	3189	3199	bisoprolol	
casos_clinicos_cardiologia461	MEDICATION	556	568	atorvastatin	
casos_clinicos_cardiologia461	MEDICATION	792	805	acenocoumarol	
casos_clinicos_cardiologia461	MEDICATION	1941	1951	furosemide	
casos_clinicos_cardiologia461	MEDICATION	3211	3221	furosemide	
casos_clinicos_cardiologia461	MEDICATION	7795	7805	furosemide	
casos_clinicos_cardiologia461	MEDICATION	1971	1985	spironolactone	
casos_clinicos_cardiologia461	MEDICATION	3234	3248	spironolactone	
casos_clinicos_cardiologia461	MEDICATION	2320	2330	dobutamine	
casos_clinicos_cardiologia461	MEDICATION	2381	2393	levosimendan	
casos_clinicos_cardiologia461	MEDICATION	3747	3759	empaglifozin	
casos_clinicos_cardiologia461	MEDICATION	7937	7949	empaglifozin	
casos_clinicos_cardiologia461	MEDICATION	8748	8760	empaglifozin	
casos_clinicos_cardiologia461	MEDICATION	8689	8696	sintrom	
casos_clinicos_cardiologia298	MEDICATION	547	558	Rabeprazole	
casos_clinicos_cardiologia298	MEDICATION	583	593	bisoprolol	
casos_clinicos_cardiologia298	MEDICATION	6798	6808	bisoprolol	
casos_clinicos_cardiologia298	MEDICATION	652	672	acetylsalicylic acid	
casos_clinicos_cardiologia298	MEDICATION	698	710	atorvastatin	
casos_clinicos_cardiologia298	MEDICATION	735	744	enalapril	
casos_clinicos_cardiologia298	MEDICATION	768	790	glycopyrronium bromide	
casos_clinicos_cardiologia298	MEDICATION	829	851	vilanterol/fluticasone	
casos_clinicos_cardiologia298	MEDICATION	6762	6772	furosemide	
casos_clinicos_cardiologia298	MEDICATION	6868	6882	Spironolactone	
casos_clinicos_cardiologia298	MEDICATION	7420	7441	sacubitrile/valsartan	
casos_clinicos_cardiologia298	MEDICATION	7529	7539	eplerenone	
casos_clinicos_cardiologia298	MEDICATION	619	626	diosmin	
casos_clinicos_cardiologia272	MEDICATION	525	535	ivabradine	
casos_clinicos_cardiologia272	MEDICATION	552	562	furosemide	
casos_clinicos_cardiologia272	MEDICATION	579	589	bisoprolol	
casos_clinicos_cardiologia272	MEDICATION	606	618	atorvastatin	
casos_clinicos_cardiologia272	MEDICATION	635	644	metformin	
casos_clinicos_cardiologia272	MEDICATION	662	668	Lantus	
casos_clinicos_cardiologia272	MEDICATION	686	695	novorapid	
casos_clinicos_cardiologia272	MEDICATION	716	736	acetylsalicylic acid	
casos_clinicos_cardiologia272	MEDICATION	754	767	acenocoumarol	
casos_clinicos_cardiologia272	MEDICATION	1539	1550	ceftriaxone	
casos_clinicos_cardiologia272	MEDICATION	5108	5120	levofloxacin	
casos_clinicos_cardiologia272	MEDICATION	6524	6537	noradrenaline	
casos_clinicos_cardiologia272	MEDICATION	6542	6552	dobutamine	
casos_clinicos_cardiologia272	MEDICATION	5097	5107	vancomycin	
casos_clinicos_cardiologia92	MEDICATION	1479	1489	dabigatran	
casos_clinicos_cardiologia92	MEDICATION	1502	1512	bisoprolol	
casos_clinicos_cardiologia92	MEDICATION	4079	4089	bisoprolol	
casos_clinicos_cardiologia92	MEDICATION	4909	4919	bisoprolol	
casos_clinicos_cardiologia92	MEDICATION	1524	1532	ramipril	
casos_clinicos_cardiologia92	MEDICATION	1545	1557	rosuvastatin	
casos_clinicos_cardiologia92	MEDICATION	1569	1579	omeprazole	
casos_clinicos_cardiologia92	MEDICATION	1591	1601	furosemide	
casos_clinicos_cardiologia92	MEDICATION	1646	1664	tiotropium bromide	
casos_clinicos_cardiologia92	MEDICATION	1666	1677	repaglinide	
casos_clinicos_cardiologia92	MEDICATION	1686	1696	fluoxetine	
casos_clinicos_cardiologia92	MEDICATION	1704	1714	alprazolam	
casos_clinicos_cardiologia92	MEDICATION	4862	4869	digoxin	
casos_clinicos_cardiologia92	MEDICATION	4136	4146	amiodarone	
casos_clinicos_cardiologia92	MEDICATION	4871	4881	amiodarone	
casos_clinicos_cardiologia92	MEDICATION	4126	4127	g	
casos_clinicos_cardiologia135	MEDICATION	992	1003	Clopidogrel	
casos_clinicos_cardiologia135	MEDICATION	1042	1052	bisoprolol	
casos_clinicos_cardiologia135	MEDICATION	1062	1070	ramipril	
casos_clinicos_cardiologia135	MEDICATION	1080	1090	ranitidine	
casos_clinicos_cardiologia135	MEDICATION	1104	1114	alprazolam	
casos_clinicos_cardiologia135	MEDICATION	3659	3673	nitroglycerine	
casos_clinicos_cardiologia135	MEDICATION	4036	4046	eplerenone	
casos_clinicos_cardiologia135	MEDICATION	4076	4086	furosemide	
casos_clinicos_cardiologia135	MEDICATION	3651	3657	oxygen	
casos_clinicos_cardiologia135	MEDICATION	1004	1024	acetylsalicylic acid	
casos_clinicos_cardiologia382	MEDICATION	674	688	enalapril/HCTZ	
casos_clinicos_cardiologia382	MEDICATION	706	717	allopurinol	
casos_clinicos_cardiologia382	MEDICATION	732	742	omeprazole	
casos_clinicos_cardiologia382	MEDICATION	1385	1394	ibrutinib	
casos_clinicos_cardiologia382	MEDICATION	4801	4810	ibrutinib	
casos_clinicos_cardiologia382	MEDICATION	4939	4948	ibrutinib	
casos_clinicos_cardiologia382	MEDICATION	3198	3209	rivaroxaban	
casos_clinicos_cardiologia382	MEDICATION	3263	3273	bisoprolol	
